Id,Label,timeset,degree
12157,"CIR, DYLON",,30
12158,"GALEN KOR, ADMIRAL [",,36
12159,"RON, TALLA",,28
12160,"LOR, KONA",,30
12161,",""CIR, DYLON",,2
12162,",""GALEN KOR, ADMIRAL [",,4
12163,",""SUPREME INTELLIGENCE",,15
12164,",""MIDGARD SERPENT",,8
12165,",""N'DELE",,8
12166,",""MUTAURUS",,8
12167,",""STINGRAY/DR. WALTER",,20
12168,",""LE FEY, MORGAN",,11
12169,",""GULLIN",,4
12170,",""FIREBIRD/BONITA JUAR",,22
12171,",""MORDRED THE EVIL",,9
12172,",""STRIDER",,5
12173,MIDGARD SERPENT,,47
12174,N'DELE,,47
12175,MUTAURUS,,47
12176,STINGRAY/DR. WALTER,,371
12177,"LE FEY, MORGAN",,154
12178,GULLIN,,51
12179,FIREBIRD/BONITA JUAR,,204
12180,MORDRED THE EVIL,,74
12181,STRIDER,,129
12182,WEREWOLF BY NIGHT/JA,,192
12183,",""SILVERCLAW/LA GARRA",,9
12184,",""MAGNUM, MOSES",,7
12185,SILVERCLAW/LA GARRA,,122
12186,"MAGNUM, MOSES",,35
12187,FLY,,45
12188,BORA,,35
12189,",""CRAWLEY, BETRAND",,3
12190,",""FRENCHIE/JEAN-PAUL D",,8
12191,",""ALRAUNE, MARLENE",,6
12192,",""FLY",,4
12193,",""BORA",,7
12194,"LAVEAU, MARIE",,27
12195,",""LAVEAU, MARIE",,2
12196,BROTHER VOODOO/DANIE,,175
12197,RAHL,,15
12198,"DRUMM, JERICHO",,131
12199,",""BROTHER VOODOO/DANIE",,7
12200,",""DRUMM, JERICHO",,14
12201,",""DRAGONUS",,2
12202,DRAGONUS,,8
12203,EXECUTIONER V,,8
12204,ARKON,,90
12205,",""EXECUTIONER V",,1
12206,BARON MORDO/KARL MOR,,85
12207,",""ARKON",,10
12208,AZRAEL,,1
12209,HAROKIN [ASGARDIAN],,45
12210,"ANDERSON, CHARLES",,14
12211,SOPHIE,,47
12212,MARTHA,,51
12213,"CHEKOV, ARTHUR ANTON",,88
12214,"PALERMO, HARRIET ROS",,76
12215,"PALERMO, VICTOR",,77
12216,BAMBI,,59
12217,"OSNICK, OLLIE",,10
12218,TOAD/MORTIMER TOYNBE,,233
12219,BLACK FOX II/,,39
12220,",""LUBENSKI, NATE",,8
12221,",""BLACK FOX II/",,3
12222,",""OSNICK, OLLIE",,1
12223,"MACINTOSH, ANN",,48
12224,",""VENOM/EDDIE BROCK",,4
12225,"FUJIKAWA, RUMIKO",,70
12226,SCYLLA,,5
12227,JAKAL,,12
12228,MARAUD,,12
12229,DESTRAK,,12
12230,SENTRY 459,,45
12231,CHEETAH,,38
12232,"BOGGS, MORDECAI P.",,33
12233,ARON [WATCHER],,114
12234,"NYLES, JENNIFER",,10
12235,"PETERS, NIGEL",,3
12236,"FALSWORTH, KENNETH",,3
12237,NANNY II,,72
12238,"KELLY, SEN. ROBERT E",,208
12239,BONEBREAKER/,,77
12240,ORPHAN-MAKER/PETER,,70
12241,LADY DEATHSTRIKE/YUR,,116
12242,BLACK KING/SEBASTIAN,,271
12243,TESSA,,160
12244,"PIERCE, DONALD",,128
12245,",""SPIRAL",,12
12246,",""MINOR DOMO",,2
12247,SPIRAL,,201
12248,MINOR DOMO,,14
12249,"COLE, WADE",,85
12250,BARBARUS,,73
12251,ZALADANE,,68
12252,GAZA,,71
12253,WHITEOUT,,79
12254,AMPHIBIUS,,89
12255,"REESE, MURRAY",,91
12256,",""BARBARUS",,9
12257,",""BONEBREAKER/",,3
12258,",""ZALADANE",,6
12259,",""GAZA",,11
12260,",""WHITEOUT",,5
12261,",""AMPHIBIUS",,9
12262,",""PIERCE, DONALD",,6
12263,",""REESE, MURRAY",,3
12264,"PARKER, RICHARD",,27
12265,"PARKER, MARY",,24
12266,"DESTINE, ADAM",,20
12267,"CERA, KAY",,51
12268,"DESTINE, NEWTON",,20
12269,WALLOP/WALTER DESTIN,,18
12270,IMP/PANDORA DESTINE,,19
12271,"GAMBLE, GRACIE",,20
12272,SYNRAITH,,19
12273,CRIMSON CRUSADER/ROR,,20
12274,HEX/DOMINIC DESTINE,,19
12275,"HASARD, SAMANTHA",,20
12276,",""DESTINE, ADAM",,2
12277,",""CERA, KAY",,4
12278,",""DESTINE, NEWTON",,2
12279,",""FORGE",,26
12280,",""WALLOP/WALTER DESTIN",,2
12281,",""IMP/PANDORA DESTINE",,1
12282,",""GAMBLE, GRACIE",,1
12283,",""SYNRAITH",,1
12284,",""CRIMSON CRUSADER/ROR",,1
12285,",""HEX/DOMINIC DESTINE",,1
12286,",""HASARD, SAMANTHA",,1
12287,NUMBER NINE,,12
12288,POPE,,8
12289,QNAX,,20
12290,MICROCHIP/LINUS LIEB,,102
12291,NETWORK NINA,,40
12292,",""NETWORK NINA",,3
12293,",""MICROCHIP/LINUS LIEB",,3
12294,MANIKIN/DR. WHITMAN,,110
12295,BOX IV/MADISON JEFFR,,148
12296,BOX/ROGER BOCHS,,76
12297,AURORA/JEANNE-MARIE,,556
12298,PERSUASION/KARA KILL,,108
12299,PUCK/EUGENE MILTON J,,369
12300,NORTHSTAR/JEAN-PAUL,,571
12301,",""MANIKIN/DR. WHITMAN",,13
12302,",""BOX IV/MADISON JEFFR",,15
12303,",""BOX/ROGER BOCHS",,14
12304,",""AURORA/JEANNE-MARIE",,26
12305,",""PERSUASION/KARA KILL",,14
12306,",""PUCK/EUGENE MILTON J",,24
12307,",""NORTHSTAR/JEAN-PAUL",,27
12308,",""MENKEN, DONALD L.",,2
12309,",""BENDIX, DR. ALBERT",,1
12310,",""FREDERICKSON, KOLINA",,1
12311,",""ROBERTSON, RANDY",,9
12312,"MENKEN, DONALD L.",,25
12313,"BENDIX, DR. ALBERT",,9
12314,"FREDERICKSON, KOLINA",,9
12315,SNOWBIRD/NARYA/ANNE,,313
12316,PESTILENCE/CAPT. F.R,,19
12317,TALISMAN II/ELIZABET,,165
12318,",""TALISMAN II/ELIZABET",,12
12319,",""BLACK KING/SEBASTIAN",,22
12320,",""MESMERO",,8
12321,MESMERO,,89
12322,MARRINA/MARRINA SMAL,,115
12323,BYRRAH [ATLANTEAN],,44
12324,",""MARRINA/MARRINA SMAL",,12
12325,",""BYRRAH [ATLANTEAN]",,7
12326,PURPLE MAN/ZEBEDIAH,,79
12327,",""SNOWBIRD/NARYA/ANNE",,20
12328,",""PAST MASTER/PROFESSO",,1
12329,D'KEN [SHI'AR],,67
12330,LILANDRA NERAMANI [S,,332
12331,S'LAR,,19
12332,K'RK [SHI'AR],,38
12333,",""LILANDRA NERAMANI [S",,20
12334,",""S'LAR",,2
12335,",""K'RK [SHI'AR]",,3
12336,DUCHARME,,4
12337,"BROWN, ABE",,48
12338,"DIAMOND, BOB",,78
12339,"SUN, LIN",,41
12340,",""BLOOD BROTHERS",,15
12341,"ALDEN, PROF. MEREDIT",,37
12342,"STARK, HOWARD",,48
12343,",""ALDEN, PROF. MEREDIT",,4
12344,IRON MAN III/EDDIE M,,29
12345,CRIMSON DYNAMO III/A,,45
12346,"CORD, JANICE",,34
12347,",""CRIMSON DYNAMO III/A",,5
12348,",""CORD, JANICE",,3
12349,"QUINN, PAMELA",,40
12350,"HARRIS, EDDIE",,40
12351,",""QUINN, PAMELA",,1
12352,",""HARRIS, EDDIE",,3
12353,TITANIUM MAN/BORIS B,,67
12354,MODOK/GEORGE TARLETO,,173
12355,SHELLSHOCK/,,76
12356,TITANIA/,,49
12357,LETHA,,74
12358,POUNDCAKES/MARIAN PO,,111
12359,"JACKSON, CELIA",,49
12360,MIRAGE,,87
12361,HIJACKER,,72
12362,MELTER/BRUNO HORGAN,,168
12363,SCREAMING MIMI/MELIS,,430
12364,",""MODOK/GEORGE TARLETO",,20
12365,",""SHELLSHOCK/",,10
12366,",""TITANIA/",,9
12367,",""LETHA",,9
12368,",""POUNDCAKES/MARIAN PO",,9
12369,",""JACKSON, CELIA",,2
12370,",""MIRAGE",,2
12371,",""HIJACKER",,3
12372,",""MELTER/BRUNO HORGAN",,16
12373,",""BLACK GOLIATH/DR. WI",,14
12374,",""IRON MAN III/EDDIE M",,2
12375,"LEWIS, SHIRLEY WASHI",,118
12376,NARDI,,25
12377,ANDROS,,25
12378,LASHER/,,25
12379,"LEWIS, DEVON",,79
12380,BRAMER,,25
12381,"CARRADINE, JESSICA J",,41
12382,",""LEWIS, SHIRLEY WASHI",,6
12383,",""NARDI",,1
12384,THUNDERBIRD II/JAMES,,446
12385,CHIEF EXAMINER,,64
12386,ANTHROMORPHO,,57
12387,ERISHKIGEL II/HOLLY,,121
12388,",""THUNDERBIRD II/JAMES",,22
12389,",""CHIEF EXAMINER",,6
12390,",""ANTHROMORPHO",,4
12391,KRUGGAR,,23
12392,FATH,,54
12393,EPOCH,,146
12394,DEATHURGE,,96
12395,",""KRUGGAR",,7
12396,",""ERISHKIGEL II/HOLLY",,9
12397,",""FATH",,7
12398,",""EPOCH",,14
12399,",""DEATHURGE",,9
12400,MAGIC,,58
12401,KORATH THE PURSUER,,59
12402,MANTA,,52
12403,ANGLER,,54
12404,IMPULSE,,78
12405,"CARTER, PEGGY",,330
12406,"KRUMA, TALIA",,55
12407,SOLAR WIND,,25
12408,ARAKI II,,44
12409,STARBOLT,,120
12410,SHATTERAX,,67
12411,ELECTRON,,90
12412,GLOM,,42
12413,WARSTAR,,130
12414,NEUTRON,,55
12415,ONSLAUGHT,,25
12416,ORACLE/LADY SIBYL,,148
12417,VOYAGER,,25
12418,MOONDANCER,,25
12419,TEMPEST/GRANNZ,,116
12420,GLITTER/,,9
12421,BLUR,,9
12422,ANTIBODY,,9
12423,CAPTAIN MANHATTAN,,9
12424,QUAGMIRE,,54
12425,SOUL-EATER,,20
12426,",""QUAGMIRE",,2
12427,",""SOUL-EATER",,1
12428,CAREGIVER/RUBANNA LA,,26
12429,ANOMALY III,,12
12430,"BALLANTINE, DEVON",,22
12431,",""BALLANTINE, DEVON",,2
12432,",""ANGLER",,1
12433,"BALLANTINE, MRS.",,19
12434,WAYOPEX,,20
12435,DEATHBIRD [SHI'AR],,199
12436,ULTIMUS,,71
12437,"BALLANTINE, MR.",,20
12438,",""BALLANTINE, MRS.",,1
12439,"MASON, LOUISE",,100
12440,"CHALIZ, SHANAZ RAYNA",,15
12441,"CHALIZ, TABRIAZ",,14
12442,CONUNDRUM/,,14
12443,"WALTERS, BILLY",,95
12444,MAGUIRE,,33
12445,JACK O'LANTERN II/MA,,81
12446,"CHALIZ, HAZRAM",,15
12447,",""CHALIZ, TABRIAZ",,2
12448,",""CONUNDRUM/",,2
12449,",""WALTERS, BILLY",,4
12450,",""MAGUIRE",,3
12451,"GOTTFRIED, WILLIS",,9
12452,GREEN GOBLIN V/,,47
12453,",""GOTTFRIED, WILLIS",,1
12454,",""GREEN GOBLIN V/",,3
12455,GIBBON/MARTIN BLANK,,30
12456,PROFESSOR ANGST/DR.,,36
12457,KRAVEN THE HUNTER II,,71
12458,CALYPSO,,37
12459,GRIZZLY/MAXWELL MARK,,33
12460,",""GIBBON/MARTIN BLANK",,5
12461,",""PROFESSOR ANGST/DR.",,2
12462,",""KRAVEN THE HUNTER II",,5
12463,",""CALYPSO",,4
12464,",""GRIZZLY/MAXWELL MARK",,3
12465,"ROBERTSON, MARTHA",,143
12466,"THOMPSON, JESSICA JE",,18
12467,"THOMPSON, HARRISON",,20
12468,"THOMPSON, ROSIE",,20
12469,"KAFKA, DR. ASHLEY",,72
12470,",""ROBERTSON, MARTHA",,9
12471,",""THOMPSON, JESSICA JE",,2
12472,",""THOMPSON, HARRISON",,2
12473,",""THOMPSON, ROSIE",,2
12474,",""WHITE RABBIT",,2
12475,WHITE RABBIT,,17
12476,"HILLIARD, JACOB",,13
12477,"DIPALMA, JOHNNY",,13
12478,",""JACK O'LANTERN II/MA",,4
12479,",""HILLIARD, JACOB",,2
12480,",""CHALIZ, SHANAZ RAYNA",,2
12481,",""CHALIZ, HAZRAM",,2
12482,",""DIPALMA, JOHNNY",,2
12483,CARNAGE/CLETUS KASAD,,71
12484,BUZZ,,83
12485,",""CARNAGE/CLETUS KASAD",,4
12486,",""JAMESON, COL. JOHN",,13
12487,",""BUZZ",,2
12488,",""TREVANE, DET. CONNOR",,3
12489,",""CARRADINE, JESSICA J",,3
12490,ROSE IV/JACOB JAKE C,,93
12491,SHOTGUN III/,,26
12492,AURA/ANN HERD,,44
12493,"FIELDING, CLARENCE",,22
12494,",""STACY, PAUL",,6
12495,",""SHOTGUN III/",,2
12496,LILITH/ANGEL O'HARA/,,33
12497,"NELSON, DEBBIE HARRI",,62
12498,THRAXON,,16
12499,",""THRAXON",,1
12500,",""KARNAK [INHUMAN]",,24
12501,",""GORGON [INHUMAN]",,18
12502,",""BLACK BOLT/BLACKANTO",,16
12503,"SCRATCH, NICHOLAS",,50
12504,HYDRON,,41
12505,VAKUME,,41
12506,THORNN,,41
12507,BRUTACUS,,41
12508,GAZELLE,,37
12509,VERTIGO,,40
12510,REPTILLA,,41
12511,",""SCRATCH, NICHOLAS",,4
12512,",""HYDRON",,4
12513,",""VAKUME",,4
12514,",""THORNN",,2
12515,",""BRUTACUS",,2
12516,",""GAZELLE",,3
12517,",""VERTIGO",,3
12518,",""PEARLA",,1
12519,PEARLA,,9
12520,DRAGON MAN,,106
12521,",""DRAGON MAN",,4
12522,",""LYJA LAZERFIST [SKRU",,23
12523,RAKSOR [SKRULL],,44
12524,"BEL-DANN, GEN.",,64
12525,",""TRITON",,20
12526,",""RAKSOR [SKRULL]",,4
12527,",""SUNSET",,1
12528,SUNSET,,1
12529,ARCADE/,,126
12530,MISS LOCKE,,79
12531,DOPPELGANGER,,98
12532,DEMOGOBLIN,,31
12533,GOG,,40
12534,"WATSON, KRISTY",,101
12535,SOLO/,,69
12536,"LUMPKIN, WILLIAM WIL",,189
12537,",""GOG",,4
12538,",""WATSON, KRISTY",,6
12539,",""GHOST RIDER III/DAN",,11
12540,",""SOLO/",,4
12541,",""LUMPKIN, WILLIAM WIL",,22
12542,"SHERIDAN, RICHARD RI",,65
12543,RAMBO,,56
12544,SLEEPWALKER,,134
12545,",""SHERIDAN, RICHARD RI",,6
12546,",""RAMBO",,6
12547,",""SLEEPWALKER",,9
12548,CYBORG X/,,14
12549,"MCDONNELL, OSCAR",,11
12550,BRAINSTORM/,,4
12551,",""BRAINSTORM/",,1
12552,",""NIGHTHAWK/KYLE RICHM",,10
12553,NIGHTHAWK/KYLE RICHM,,145
12554,",""ARAGORN",,11
12555,",""GOLDEN ARCHER II/WYA",,7
12556,",""CAPTAIN HAWK",,3
12557,",""AMERICAN EAGLE II/JA",,1
12558,",""TOM THUMB/THOMAS THO",,6
12559,TOM THUMB/THOMAS THO,,56
12560,GOLDEN ARCHER II/WYA,,66
12561,CAPTAIN HAWK,,53
12562,AMERICAN EAGLE II/JA,,17
12563,"CASIOLENA, QUEEN",,20
12564,"THOMAS, ROY",,62
12565,",""KLAW/ULYSSES KLAW",,17
12566,",""CASIOLENA, QUEEN",,5
12567,",""THOMAS, ROY",,4
12568,",""MEDUSA/MEDUSALITH AM",,23
12569,"NIXON, RICHARD",,33
12570,ARIES/MARCUS LASSITE,,31
12571,",""NIXON, RICHARD",,5
12572,",""ARIES/MARCUS LASSITE",,4
12573,RED WOLF III/WILL TA,,140
12574,LOBO,,108
12575,",""LOBO",,18
12576,RED WOLF/WILDRUN,,33
12577,WOLF SPIRIT/OWAYODAT,,11
12578,",""RED WOLF/WILDRUN",,2
12579,",""RED WOLF III/WILL TA",,13
12580,",""WOLF SPIRIT/OWAYODAT",,2
12581,",""SENTRY 459",,4
12582,",""RONAN THE ACCUSER [K",,11
12583,",""REDWING",,15
12584,MOLTEN MAN/MARK RAXT,,50
12585,LOOTER/NORTON G. FES,,67
12586,",""BIG MAN/FREDERICK FO",,5
12587,CAT BURGLAR,,15
12588,WHITE QUEEN/EMMA FRO,,387
12589,EMPATH/MANUEL ALFONS,,56
12590,"JONES, BART",,57
12591,ROULETTE II/JENNY ST,,85
12592,TAROT/MARIE-ANGE COL,,93
12593,JETSTREAM/HAROUD IBN,,76
12594,CATSEYE/SHARON SMITH,,75
12595,",""WHITE QUEEN/EMMA FRO",,18
12596,",""EMPATH/MANUEL ALFONS",,6
12597,",""JETSTREAM/HAROUD IBN",,6
12598,",""TAROT/MARIE-ANGE COL",,4
12599,",""CATSEYE/SHARON SMITH",,5
12600,",""ROULETTE II/JENNY ST",,3
12601,KURAGARI,,4
12602,GOMURR,,8
12603,TAR,,8
12604,"BERENGHETTI, MICHAEL",,20
12605,CAT III/SHEN KUEI,,37
12606,MIKHLO,,194
12607,IGOR,,196
12608,PEATOR,,206
12609,RED GHOST/IVAN KRAGO,,213
12610,BLASTAAR,,113
12611,",""LANCER/SAMANTHA DUNB",,2
12612,",""AL-KHALAD",,1
12613,",""TUVO",,1
12614,",""BYRRAH | HEROES REBO",,1
12615,",""BREEGAN",,1
12616,BREEGAN,,4
12617,LANCER/SAMANTHA DUNB,,27
12618,AL-KHALAD,,5
12619,TUVO,,5
12620,BYRRAH | HEROES REBO,,5
12621,"RALSTON, SENATOR ROB",,34
12622,"COHEN, IZZY",,12
12623,"SAWYER, GENERAL SAMU",,21
12624,"MANELLI, DINO",,37
12625,",""COHEN, IZZY",,1
12626,",""SAWYER, GENERAL SAMU",,4
12627,",""MANELLI, DINO",,3
12628,"JUNIPER, JONATHAN JU",,6
12629,",""RALSTON, SENATOR ROB",,3
12630,",""JUNIPER, JONATHAN JU",,1
12631,MORG,,19
12632,TYRANT,,11
12633,AIR-WALKER/GABRIEL L,,16
12634,ATTUMA,,191
12635,BELASCO,,44
12636,"HUNTER, STEVIE",,128
12637,"HOBBS, HARRIS",,27
12638,HODER [ASGARDIAN],,31
12639,THOR II/ROGER RED NO,,84
12640,SIGYN,,53
12641,PLUTO [OLYMPIAN],,141
12642,",""BLASTAAR",,4
12643,HERMOD [ASGARDIAN],,67
12644,FRIGGA,,116
12645,TURK,,38
12646,"STROUD, SIMON",,17
12647,"WEISENTHAL, DR. JACO",,14
12648,",""STROUD, SIMON",,3
12649,COMET MAN/DR. STEPHE,,19
12650,MAX,,2
12651,PAYBACK/,,2
12652,"PAINE, DR.",,3
12653,",""PAINE, DR.",,2
12654,PRIME MOVER,,21
12655,",""PRIME MOVER",,2
12656,MIESHO,,11
12657,ZIRA,,29
12658,"HELLER, DR. JOSEPH",,11
12659,CONSUMPTION,,11
12660,JAGATAR,,11
12661,"SHINCHUKO, LOTUS",,39
12662,"BYRD, NATHANIEL ALEX",,22
12663,KAMINARI,,10
12664,KAZE,,11
12665,INAZUMA,,11
12666,",""KAMINARI",,2
12667,"JACKSON, CURTISS",,68
12668,DR. FAUSTUS,,23
12669,VAGABOND/PRISCILLA L,,42
12670,SLUG/ULYSSES X. LUGM,,44
12671,TINKERER,,106
12672,LEFT-WINGER/HECTOR L,,33
12673,RIGHT-WINGER/JEROME,,42
12674,"HUNT, JERRY",,15
12675,"RIDDLEY, HIRAM RAM",,31
12676,WATER WIZARD/PETE,,151
12677,DOMINO II,,5
12678,SCOURGE,,130
12679,COSMIC MESSIAH,,9
12680,SORRENTINO/SORRENTIN,,26
12681,"GANGER, DR. ALEXEI",,15
12682,"PRAZNIKI, ANNIE",,21
12683,"FLEMING, PHILIP",,8
12684,"PRAZNIKI, VICTOR",,13
12685,",""PRAZNIKI, ANNIE",,1
12686,",""FLEMING, PHILIP",,1
12687,MOONBOY,,30
12688,DEVIL DINOSAUR,,30
12689,SPYMASTER II,,31
12690,"STARK, MORGAN",,75
12691,"SONDHEIM, ERICA",,65
12692,",""BLIZZARD II/DONALD G",,3
12693,",""SPYMASTER II",,7
12694,",""STARK, MORGAN",,7
12695,SCRIER,,19
12696,"CURZON, DETECTIVE IN",,6
12697,"RORY, RICHARD",,47
12698,"LADONNA, HOLLY",,27
12699,SAMHAIN,,13
12700,",""SAMHAIN",,1
12701,MOONSTONE/LLOYD BLOC,,70
12702,CAPTAIN BARRACUDA,,15
12703,",""CAPTAIN BARRACUDA",,5
12704,",""LEADER/SAM STERNS",,18
12705,"BLAKE, DR. DONALD (C",,41
12706,EXECUTIONER,,3
12707,TYR,,59
12708,"ROOSEVELT, FRANKLIN",,15
12709,",""BUCKY/BUCKY BARNES",,9
12710,YUKIO,,60
12711,"YASHIDA, MARIKO",,103
12712,ASANO,,7
12713,",""YUKIO",,6
12714,",""YASHIDA, MARIKO",,9
12715,",""ASANO",,1
12716,SHRIEK/SANDRA DEEL/F,,28
12717,"MCBRIDE, BEATRICE",,8
12718,CARRION II/MALCOLM M,,39
12719,FROH,,9
12720,LOGA,,9
12721,BRAIN DRAIN/WERNER S,,63
12722,BRUNNHILDE/MCM-XLI (,,9
12723,DONAR,,9
12724,BLACKWING/JOSEPH MAN,,124
12725,CRUSHER II/JUAN APON,,3
12726,MANDRILL/HENSLEY FAR,,50
12727,"O'HARA, ROBERT IRONG",,30
12728,NEKRA/ADRIENNE HATRO,,85
12729,",""MANDRILL/HENSLEY FAR",,5
12730,",""O'HARA, ROBERT IRONG",,2
12731,",""NEKRA/ADRIENNE HATRO",,5
12732,",""SHANNA/SHANNA O'HARA",,13
12733,",""NELSON, CANDACE",,6
12734,",""RORY, RICHARD",,3
12735,",""GLADIATOR/MELVIN POT",,6
12736,GLADIATOR/MELVIN POT,,96
12737,"PETROVITCH, IVAN",,94
12738,",""PETROVITCH, IVAN",,12
12739,OWL/LELAND OWLSLEY,,67
12740,"CARSON, LT. PAUL",,28
12741,",""OWL/LELAND OWLSLEY",,2
12742,",""CARSON, LT. PAUL",,1
12743,SHATTERSTAR II/GAVEE,,211
12744,CYPHER/DOUG RAMSEY,,298
12745,BOOMER/TABITHA SMITH,,433
12746,RICTOR/JULIO ESTEBAN,,226
12747,"LANG, DR. STEVEN",,76
12748,SIRYN/THERESA ROURKE,,362
12749,",""CYPHER/DOUG RAMSEY",,17
12750,",""BOOMER/TABITHA SMITH",,20
12751,"STERN, ROGER",,31
12752,"CLAREMONT, CHRIS",,108
12753,"WILFORD, ELISABETH B",,55
12754,"WILFORD, BONNIE",,49
12755,"AUSTIN, TERRY",,28
12756,"WEIN, GLYNIS",,31
12757,"WING, COLLEEN",,229
12758,"CHAMBERS, MR.",,42
12759,"WEIN, LEN",,67
12760,",""DAYTRIPPER/AMANDA SE",,14
12761,",""STERN, ROGER",,1
12762,",""CLAREMONT, CHRIS",,8
12763,",""MISS LOCKE",,5
12764,",""WILFORD, ELISABETH B",,7
12765,",""WILFORD, BONNIE",,2
12766,",""AUSTIN, TERRY",,4
12767,",""WEIN, GLYNIS",,1
12768,",""GRAVITON/FRANK HALL",,9
12769,",""SHROUD/MAXIMILLIAN Q",,20
12770,GRAVITON/FRANK HALL,,120
12771,SHROUD/MAXIMILLIAN Q,,164
12772,"WILLIAMS, MRS.",,12
12773,MOUSE,,13
12774,CAT II,,13
12775,"ROSSIN, DR.",,5
12776,",""ROSSIN, DR.",,1
12777,SPIDER-WOMAN/JESSICA,,288
12778,"MCCABE, LINDSAY",,91
12779,",""SPIDER-WOMAN/JESSICA",,19
12780,",""MCCABE, LINDSAY",,8
12781,"HUNTER, IAN",,19
12782,"MALPHER, KATHY",,34
12783,"BORROUGHS, CHARLES C",,21
12784,"DWYER, MARISSA",,18
12785,"CHALMER, JUDGE",,11
12786,MR. FEAR III/PROF. L,,32
12787,"STAR, JOAN",,16
12788,"MOLLE, DR.",,16
12789,PAI,,17
12790,"MURDOCK, SISTER MAGG",,35
12791,",""HUNTER, IAN",,1
12792,",""DWYER, MARISSA",,2
12793,",""SHARPE, ROSALINDE",,3
12794,",""MALPHER, KATHY",,3
12795,",""STAR, JOAN",,1
12796,",""MR. FEAR III/PROF. L",,2
12797,",""MOLLE, DR.",,1
12798,",""BORROUGHS, CHARLES C",,2
12799,"DUBOIS, DR. CLAUDIA",,8
12800,SYNAPSE/,,8
12801,"CONCIERGE, LE/",,8
12802,"CAMBRIDGE, MOXIE",,8
12803,"SENYAKA, TIA",,8
12804,"TSKAROV, GENERAL",,12
12805,DARKSTAR/LAYNIA SERG,,321
12806,VANGUARD/NICOLAI KRY,,276
12807,URSA MAJOR/MIKHAIL U,,170
12808,DAVIDOFF,,12
12809,",""DARKSTAR/LAYNIA SERG",,28
12810,"REYES, DR. CECELIA",,111
12811,X-MAN/NATHAN GREY,,341
12812,",""REYES, DR. CECELIA",,11
12813,",""X-MAN/NATHAN GREY",,20
12814,"HINDS, PATRICK",,8
12815,",""HINDS, PATRICK",,1
12816,",""CHALMER, JUDGE",,1
12817,",""VIPER II",,17
12818,BLOODAXE/JACKIE LUKU,,90
12819,"AUSTIN, SUSAN",,122
12820,",""AUSTIN, SUSAN",,4
12821,RUSSIAN,,10
12822,"SOAP, DET.",,11
12823,"KREIGKOPH, GEN.",,4
12824,SLEEPER,,32
12825,"SAXON, STARR",,116
12826,HAUPTMANN DEUTSCHLAN,,38
12827,MOTHER NIGHT/SUSAN S,,72
12828,CROSSBONES/BROCK BIN,,125
12829,"ZOLA, ARNIM",,116
12830,WRAITH,,29
12831,"DEWOLFF, JEAN",,102
12832,COMMANDER COURAGE/,,11
12833,"RUDOLFO, PRINCE",,20
12834,"RAHN, TAMARA",,66
12835,"JENNINGS, JOSEPH",,36
12836,",""RAHN, TAMARA",,7
12837,",""RUDOLFO, PRINCE",,4
12838,",""ATTUMA",,19
12839,",""NAMORITA/NITA PRENTI",,26
12840,",""COOPER, DR. VALERIE",,27
12841,"LARGO, CHIEF",,33
12842,MAX II,,11
12843,SPEEDFREEK/SHAPPE,,11
12844,MERCY,,14
12845,"DIAMOND, KATHY",,5
12846,"JORDAN, HAL",,6
12847,",""MERCY",,2
12848,",""DIAMOND, KATHY",,1
12849,VALKYRIE IV,,40
12850,PAPA HAGG,,27
12851,AMPHARON,,14
12852,CASSIOPEIA,,28
12853,AGAMEMNON III/,,55
12854,ULYSSES II,,85
12855,HECTOR II,,67
12856,JASON,,28
12857,ATALANTA,,79
12858,AJAX,,68
12859,ACHILLES II/HELMUT,,59
12860,HELL-EYES,,15
12861,WAYFINDER,,12
12862,NAGALA,,12
12863,PIRANHA,,24
12864,ORKA,,116
12865,SEA URCHIN/JEREMY SW,,26
12866,",""HELL-EYES",,2
12867,",""VALKYRIE IV",,1
12868,",""WAYFINDER",,1
12869,",""NAGALA",,1
12870,",""PIRANHA",,1
12871,HOARFEN,,18
12872,PARIS,,71
12873,SIINGARD,,18
12874,",""NAGAN, DR. ARTHUR",,3
12875,PROMETHEUS II,,42
12876,CASEY,,6
12877,MR. MOBIUS,,7
12878,JUSTICE PEACE,,20
12879,",""CASEY",,1
12880,",""MR. MOBIUS",,2
12881,",""JUSTICE PEACE",,2
12882,WRECKER III/DIRK GAR,,228
12883,",""KRISTOFF/KRISTOFF VE",,12
12884,"PAIBOK, CAPT. [SKRUL",,93
12885,",""PAIBOK, CAPT. [SKRUL",,8
12886,DEVOS THE DEVESTATOR,,90
12887,",""HUNTER, STEVIE",,11
12888,HRIMHARI,,52
12889,BRIGHTWIND,,119
12890,EITRI,,60
12891,KARMA/XI'AN COY MANH,,183
12892,",""HRIMHARI",,2
12893,",""BRIGHTWIND",,7
12894,",""KARNILLA [ASGARDIAN]",,6
12895,",""EITRI",,2
12896,",""KARMA/XI'AN COY MANH",,16
12897,HUSK/PAIGE GUTHRIE,,231
12898,SKIN/ANGELO ESPINOSA,,223
12899,M,,135
12900,SYNCH/EVERETT THOMAS,,212
12901,",""SKIN/ANGELO ESPINOSA",,14
12902,",""M",,9
12903,",""SYNCH/EVERETT THOMAS",,10
12904,",""SZARDOS, MARGALI",,9
12905,"SZARDOS, MARGALI",,148
12906,",""BROTHER ROYAL",,4
12907,BROTHER ROYAL,,14
