Id,Label,timeset,Degree,modularity_class,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,clustering,triangles,eigencentrality
12404,IMPULSE,,78,8,103,4,0.411779,0.432177,1489.774026,0.000158,0,0.648685,1948,0.104893
12405,"CARTER, PEGGY",,330,1,675,4,0.466631,0.487164,54327.180657,0.000671,0,0.205103,11134,0.303836
12406,"KRUMA, TALIA",,55,2,65,4,0.398907,0.418607,1343.487868,0.000124,0,0.654545,972,0.084964
12407,SOLAR WIND,,25,2,25,5,0.361712,0.37632,0,0.00006,0,1,300,0.025497
12408,ARAKI II,,44,2,58,4,0.371138,0.387625,115.537678,0.000096,0,0.757928,717,0.044307
12409,STARBOLT,,120,8,190,4,0.409984,0.43169,2919.024993,0.000235,0,0.497199,3550,0.140465
12410,SHATTERAX,,67,2,108,4,0.390813,0.410432,1619.180941,0.000144,0,0.574853,1271,0.07496
12411,ELECTRON,,90,8,123,4,0.41535,0.436049,3993.961555,0.000186,0,0.558801,2238,0.113684
12412,GLOM,,42,2,44,4,0.367829,0.38353,31.657104,0.000091,0,0.785134,676,0.041136
12413,WARSTAR,,130,8,205,4,0.420013,0.441262,7359.490513,0.000261,0,0.43709,3665,0.147921
12414,NEUTRON,,55,2,59,4,0.389675,0.408891,730.296142,0.000118,0,0.62963,935,0.066804
12415,ONSLAUGHT,,25,2,25,5,0.361712,0.37632,0,0.00006,0,1,300,0.025497
12416,ORACLE/LADY SIBYL,,148,8,266,4,0.425613,0.447026,11097.54992,0.000297,0,0.410737,4468,0.166575
12417,VOYAGER,,25,2,25,5,0.361712,0.37632,0,0.00006,0,1,300,0.025497
12418,MOONDANCER,,25,2,25,5,0.361712,0.37632,0,0.00006,0,1,300,0.025497
12419,TEMPEST/GRANNZ,,116,8,173,4,0.41126,0.432489,4472.268721,0.000231,0,0.488456,3258,0.135433
12420,GLITTER/,,9,2,9,5,0.338973,0.346018,0,0.000035,0,1,36,0.008115
12421,BLUR,,9,2,9,5,0.338973,0.346018,0,0.000035,0,1,36,0.008115
12422,ANTIBODY,,9,2,9,5,0.338973,0.346018,0,0.000035,0,1,36,0.008115
12423,CAPTAIN MANHATTAN,,9,2,9,5,0.338973,0.346018,0,0.000035,0,1,36,0.008115
12424,QUAGMIRE,,54,5,106,4,0.358951,0.372585,1059.625074,0.000125,0,0.42348,606,0.027976
12425,SOUL-EATER,,20,2,23,5,0.355734,0.367355,1.877809,0.000053,0,0.989474,188,0.015005
12426,",""QUAGMIRE",,2,2,2,5,0.287228,0.296029,3.671995,0.00002,0,0,0,0.000961
12427,",""SOUL-EATER",,1,2,1,6,0.277574,0.284393,0,0.000017,0,0,0,0.000399
12428,CAREGIVER/RUBANNA LA,,26,2,30,4,0.384126,0.401683,179.591186,0.000064,0,0.855385,278,0.042553
12429,ANOMALY III,,12,2,12,5,0.338786,0.345967,0,0.000037,0,1,66,0.009789
12430,"BALLANTINE, DEVON",,22,2,26,5,0.356061,0.367973,11.296264,0.000056,0,0.844156,195,0.018089
12431,",""BALLANTINE, DEVON",,2,2,2,5,0.309121,0.324811,9.834122,0.00002,0,0,0,0.002944
12432,",""ANGLER",,1,2,1,5,0.308044,0.323337,0,0.000017,0,0,0,0.002545
12433,"BALLANTINE, MRS.",,19,2,19,5,0.354694,0.366105,0,0.00005,0,1,171,0.014607
12434,WAYOPEX,,20,2,20,5,0.355734,0.367355,1.877809,0.000053,0,0.989474,188,0.015005
12435,DEATHBIRD [SHI'AR],,199,8,420,4,0.439222,0.46074,22225.464292,0.000411,0,0.314705,6200,0.209085
12436,ULTIMUS,,71,2,107,4,0.396845,0.416962,1578.63218,0.00015,0,0.513078,1275,0.085201
12437,"BALLANTINE, MR.",,20,2,20,5,0.355734,0.367355,1.877809,0.000053,0,0.989474,188,0.015005
12438,",""BALLANTINE, MRS.",,1,2,1,6,0.277574,0.284393,0,0.000017,0,0,0,0.000399
12439,"MASON, LOUISE",,100,2,182,4,0.41113,0.432273,22304.704998,0.000275,0,0.211717,1048,0.083378
12440,"CHALIZ, SHANAZ RAYNA",,15,10,17,4,0.358285,0.370837,85.948907,0.000054,0,0.92381,97,0.012873
12441,"CHALIZ, TABRIAZ",,14,10,17,4,0.357488,0.369767,51.180982,0.000051,0,0.978022,89,0.012164
12442,CONUNDRUM/,,14,10,17,4,0.357488,0.369767,51.180982,0.000051,0,0.978022,89,0.012164
12443,"WALTERS, BILLY",,95,10,171,4,0.418078,0.438867,11841.626607,0.000236,0,0.346249,1546,0.080484
12444,MAGUIRE,,33,10,65,4,0.363121,0.377535,288.586564,0.000096,0,0.57197,302,0.022032
12445,JACK O'LANTERN II/MA,,81,10,162,4,0.41535,0.435722,7915.134957,0.000197,0,0.332716,1078,0.075365
12446,"CHALIZ, HAZRAM",,15,10,18,4,0.358285,0.370837,85.948907,0.000054,0,0.92381,97,0.012873
12447,",""CHALIZ, TABRIAZ",,2,10,3,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12448,",""CONUNDRUM/",,2,10,3,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12449,",""WALTERS, BILLY",,4,10,19,5,0.307618,0.324131,85.422091,0.000029,0,0,0,0.003612
12450,",""MAGUIRE",,3,10,6,5,0.307255,0.323556,47.268851,0.000026,0,0,0,0.003325
12451,"GOTTFRIED, WILLIS",,9,10,9,5,0.352919,0.363724,0,0.000034,0,1,36,0.011231
12452,GREEN GOBLIN V/,,47,10,86,4,0.386286,0.405115,1196.70931,0.000119,0,0.560592,606,0.040847
12453,",""GOTTFRIED, WILLIS",,1,10,1,5,0.302151,0.316616,0,0.000019,0,0,0,0.001782
12454,",""GREEN GOBLIN V/",,3,10,7,5,0.304193,0.31947,30.075189,0.000026,0,0,0,0.002612
12455,GIBBON/MARTIN BLANK,,30,10,56,4,0.358692,0.371747,205.366728,0.000084,0,0.558621,243,0.020485
12456,PROFESSOR ANGST/DR.,,36,10,44,5,0.351896,0.362983,2170.477744,0.000145,0,0.198413,125,0.016424
12457,KRAVEN THE HUNTER II,,71,10,110,4,0.410112,0.430381,5861.605192,0.000176,0,0.386318,960,0.072774
12458,CALYPSO,,37,10,57,4,0.365614,0.380544,672.92302,0.000103,0,0.513514,342,0.028819
12459,GRIZZLY/MAXWELL MARK,,33,10,57,4,0.359161,0.372497,178.060514,0.000092,0,0.579545,306,0.020433
12460,",""GIBBON/MARTIN BLANK",,5,10,12,5,0.313917,0.332323,174.697395,0.000032,0,0,0,0.004761
12461,",""PROFESSOR ANGST/DR.",,2,10,4,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12462,",""KRAVEN THE HUNTER II",,5,10,15,5,0.333291,0.356686,301.969692,0.000032,0,0,0,0.006962
12463,",""CALYPSO",,4,10,9,5,0.307282,0.323636,63.154191,0.000029,0,0,0,0.003443
12464,",""GRIZZLY/MAXWELL MARK",,3,10,6,5,0.307255,0.323556,47.268851,0.000026,0,0,0,0.003325
12465,"ROBERTSON, MARTHA",,143,10,339,4,0.418749,0.440791,10344.09181,0.000321,0,0.320398,3253,0.100571
12466,"THOMPSON, JESSICA JE",,18,10,23,4,0.360177,0.373192,18.07776,0.000056,0,0.980392,150,0.018678
12467,"THOMPSON, HARRISON",,20,10,25,4,0.361912,0.375467,103.276874,0.000063,0,0.894737,170,0.018819
12468,"THOMPSON, ROSIE",,20,10,25,4,0.361912,0.375467,103.276874,0.000063,0,0.894737,170,0.018819
12469,"KAFKA, DR. ASHLEY",,72,10,196,4,0.367441,0.383993,1133.131074,0.000183,0,0.403365,1031,0.035694
12470,",""ROBERTSON, MARTHA",,9,10,25,5,0.350384,0.376476,1431.855926,0.000046,0,0,0,0.01244
12471,",""THOMPSON, JESSICA JE",,2,10,3,6,0.293041,0.304431,5.314325,0.000021,0,0,0,0.001543
12472,",""THOMPSON, HARRISON",,2,10,2,6,0.293041,0.304431,5.314325,0.000021,0,0,0,0.001543
12473,",""THOMPSON, ROSIE",,2,10,2,6,0.293041,0.304431,5.314325,0.000021,0,0,0,0.001543
12474,",""WHITE RABBIT",,2,10,5,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12475,WHITE RABBIT,,17,10,18,5,0.350867,0.361275,38.415953,0.000061,0,0.522059,71,0.010004
12476,"HILLIARD, JACOB",,13,10,13,5,0.350561,0.360732,0,0.000046,0,1,78,0.010391
12477,"DIPALMA, JOHNNY",,13,10,13,5,0.350561,0.360732,0,0.000046,0,1,78,0.010391
12478,",""JACK O'LANTERN II/MA",,4,10,13,5,0.322889,0.343615,199.497232,0.000029,0,0,0,0.00587
12479,",""HILLIARD, JACOB",,2,10,2,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12480,",""CHALIZ, SHANAZ RAYNA",,2,10,2,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12481,",""CHALIZ, HAZRAM",,2,10,2,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12482,",""DIPALMA, JOHNNY",,2,10,2,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12483,CARNAGE/CLETUS KASAD,,71,10,146,4,0.388659,0.407981,1815.578602,0.000172,0,0.438632,1090,0.061068
12484,BUZZ,,83,10,146,4,0.372502,0.390379,4094.485559,0.000208,0,0.38995,1327,0.042542
12485,",""CARNAGE/CLETUS KASAD",,4,10,18,5,0.325152,0.346545,240.210213,0.000028,0,0,0,0.006088
12486,",""JAMESON, COL. JOHN",,13,2,44,5,0.391972,0.418369,3729.591117,0.000058,0,0,0,0.03016
12487,",""BUZZ",,2,10,7,5,0.304167,0.31939,17.966649,0.000022,0,0,0,0.002493
12488,",""TREVANE, DET. CONNOR",,3,10,11,5,0.307255,0.323556,47.268851,0.000026,0,0,0,0.003325
12489,",""CARRADINE, JESSICA J",,3,10,5,5,0.325913,0.347535,137.805621,0.000025,0,0,0,0.005676
12490,ROSE IV/JACOB JAKE C,,93,10,193,4,0.3839,0.403431,3466.959113,0.00023,0,0.354371,1516,0.049282
12491,SHOTGUN III/,,26,10,38,4,0.361449,0.375116,24.505633,0.000073,0,0.92,299,0.021058
12492,AURA/ANN HERD,,44,10,59,4,0.362629,0.377175,666.055968,0.000115,0,0.546512,517,0.025078
12493,"FIELDING, CLARENCE",,22,10,25,4,0.361386,0.374908,36.177473,0.000066,0,0.935065,216,0.017963
12494,",""STACY, PAUL",,6,10,10,5,0.315197,0.333254,530.229856,0.000037,0,0,0,0.004601
12495,",""SHOTGUN III/",,2,10,2,6,0.286691,0.29586,1.628731,0.000021,0,0,0,0.00083
12496,LILITH/ANGEL O'HARA/,,33,5,51,4,0.380569,0.398242,14467.335714,0.000127,0,0.339015,179,0.028568
12497,"NELSON, DEBBIE HARRI",,62,10,169,4,0.41771,0.437374,6441.575629,0.000162,0,0.359598,680,0.068489
12498,THRAXON,,16,7,23,5,0.357696,0.370072,33.482649,0.000044,0,0.891667,107,0.029763
12499,",""THRAXON",,1,7,1,5,0.316046,0.333723,0,0.000018,0,0,0,0.003305
12500,",""KARNAK [INHUMAN]",,24,2,98,5,0.421114,0.442838,8953.798229,0.000088,0,0,0,0.056615
12501,",""GORGON [INHUMAN]",,18,7,75,5,0.413344,0.436499,6430.072679,0.000071,0,0,0,0.045764
12502,",""BLACK BOLT/BLACKANTO",,16,7,83,5,0.404315,0.429401,4669.5489,0.000065,0,0,0,0.041587
12503,"SCRATCH, NICHOLAS",,50,7,88,4,0.407646,0.427308,1494.449836,0.00012,0,0.622041,762,0.071996
12504,HYDRON,,41,7,69,4,0.404738,0.424067,1572.144342,0.000105,0,0.685366,562,0.061149
12505,VAKUME,,41,7,65,4,0.404738,0.424067,1572.144342,0.000105,0,0.685366,562,0.061149
12506,THORNN,,41,7,67,4,0.404738,0.424067,1572.144342,0.000105,0,0.685366,562,0.061149
12507,BRUTACUS,,41,7,67,4,0.404738,0.424067,1572.144342,0.000105,0,0.685366,562,0.061149
12508,GAZELLE,,37,7,54,4,0.401469,0.420602,1205.21908,0.000095,0,0.731231,487,0.054563
12509,VERTIGO,,40,7,65,4,0.399671,0.418814,1086.755574,0.000102,0,0.689744,538,0.057858
12510,REPTILLA,,41,7,74,4,0.404738,0.424067,1572.144342,0.000105,0,0.685366,562,0.061149
12511,",""SCRATCH, NICHOLAS",,4,2,8,5,0.347689,0.373179,191.531617,0.000027,0,0,0,0.013998
12512,",""HYDRON",,4,2,5,5,0.347689,0.373179,191.531617,0.000027,0,0,0,0.013998
12513,",""VAKUME",,4,2,5,5,0.347689,0.373179,191.531617,0.000027,0,0,0,0.013998
12514,",""THORNN",,2,7,3,5,0.330097,0.352088,34.139185,0.000021,0,0,0,0.006725
12515,",""BRUTACUS",,2,7,3,5,0.332389,0.35483,42.877416,0.000021,0,0,0,0.006823
12516,",""GAZELLE",,3,7,4,5,0.343965,0.368757,130.44371,0.000024,0,0,0,0.010578
12517,",""VERTIGO",,3,7,5,5,0.343965,0.368757,130.44371,0.000024,0,0,0,0.010578
12518,",""PEARLA",,1,7,1,5,0.316046,0.333723,0,0.000018,0,0,0,0.003305
12519,PEARLA,,9,7,12,4,0.364477,0.378413,0.034483,0.000034,0,0.972222,35,0.020104
12520,DRAGON MAN,,106,7,209,4,0.429059,0.448957,7851.758646,0.000232,0,0.395328,2200,0.132905
12521,",""DRAGON MAN",,4,7,10,5,0.333568,0.35649,212.695525,0.000028,0,0,0,0.007673
12522,",""LYJA LAZERFIST [SKRU",,23,7,93,5,0.412625,0.436084,8492.721895,0.000088,0,0,0,0.050374
12523,RAKSOR [SKRULL],,44,8,48,4,0.392857,0.411861,74.597464,0.000094,0,0.805497,762,0.076731
12524,"BEL-DANN, GEN.",,64,5,68,4,0.395102,0.415254,27629.153034,0.000154,0,0.482639,973,0.079516
12525,",""TRITON",,20,2,62,5,0.399655,0.425465,4157.921947,0.000074,0,0,0,0.047344
12526,",""RAKSOR [SKRULL]",,4,7,5,5,0.348757,0.374343,226.641617,0.000027,0,0,0,0.012221
12527,",""SUNSET",,1,10,1,5,0.302151,0.316616,0,0.000019,0,0,0,0.001782
12528,SUNSET,,1,10,1,5,0.34913,0.358521,0,0.000016,0,0,0,0.003828
12529,ARCADE/,,126,8,207,4,0.41113,0.432744,8533.946576,0.000264,0,0.393016,3095,0.12961
12530,MISS LOCKE,,79,8,144,4,0.407614,0.428082,2383.786446,0.000171,0,0.521584,1607,0.098706
12531,DOPPELGANGER,,98,8,112,4,0.409726,0.430365,2881.710938,0.0002,0,0.674101,3204,0.132998
12532,DEMOGOBLIN,,31,10,64,4,0.370822,0.386635,888.293842,0.000092,0,0.529032,246,0.025164
12533,GOG,,40,10,58,4,0.388471,0.407015,1325.805762,0.000102,0,0.644872,503,0.052459
12534,"WATSON, KRISTY",,101,10,254,4,0.398968,0.419988,1785.330837,0.000219,0,0.45604,2303,0.096107
12535,SOLO/,,69,10,100,4,0.419321,0.439202,4260.813525,0.000163,0,0.478687,1123,0.088178
12536,"LUMPKIN, WILLIAM WIL",,189,10,298,4,0.44535,0.465458,14287.305444,0.00039,0,0.383598,6815,0.236462
12537,",""GOG",,4,2,5,5,0.342903,0.367695,715.660072,0.00003,0,0,0,0.008301
12538,",""WATSON, KRISTY",,6,10,19,5,0.337722,0.361772,627.031569,0.000035,0,0,0,0.008096
12539,",""GHOST RIDER III/DAN",,11,6,29,5,0.383392,0.410389,3005.489065,0.000051,0,0,0,0.024335
12540,",""SOLO/",,4,10,8,5,0.342195,0.366972,420.884831,0.000028,0,0,0,0.008899
12541,",""LUMPKIN, WILLIAM WIL",,22,2,37,5,0.415136,0.438291,8022.85558,0.000083,0,0,0,0.050118
12542,"SHERIDAN, RICHARD RI",,65,9,109,4,0.388067,0.407207,22978.273996,0.000195,0,0.273558,569,0.049537
12543,RAMBO,,56,9,86,5,0.371098,0.387684,15598.20734,0.000176,0,0.298701,460,0.037104
12544,SLEEPWALKER,,134,9,203,4,0.438816,0.458665,110481.463807,0.000335,0,0.358321,3193,0.156516
12545,",""SHERIDAN, RICHARD RI",,6,9,8,5,0.342824,0.367759,1447.258657,0.000039,0,0,0,0.009308
12546,",""RAMBO",,6,5,7,5,0.342824,0.367759,1447.258657,0.000039,0,0,0,0.009308
12547,",""SLEEPWALKER",,9,6,10,5,0.36757,0.394439,3040.678048,0.000047,0,0,0,0.016525
12548,CYBORG X/,,14,10,17,4,0.365486,0.379546,10.765015,0.000045,0,0.934066,85,0.017221
12549,"MCDONNELL, OSCAR",,11,10,11,4,0.35999,0.372928,0,0.000039,0,1,55,0.012482
12550,BRAINSTORM/,,4,10,5,4,0.357219,0.369097,0,0.000025,0,1,6,0.009322
12551,",""BRAINSTORM/",,1,10,2,5,0.302151,0.316616,0,0.000019,0,0,0,0.001782
12552,",""NIGHTHAWK/KYLE RICHM",,10,2,22,5,0.37865,0.405788,1614.328733,0.000046,0,0,0,0.02885
12553,NIGHTHAWK/KYLE RICHM,,145,5,266,4,0.454918,0.472124,25199.467895,0.000304,0,0.635153,6631,0.219968
12554,",""ARAGORN",,11,2,35,5,0.364147,0.391532,864.168152,0.000047,0,0,0,0.026655
12555,",""GOLDEN ARCHER II/WYA",,7,2,31,5,0.36009,0.386902,778.737294,0.000037,0,0,0,0.019934
12556,",""CAPTAIN HAWK",,3,5,15,5,0.326791,0.348065,65.411585,0.000024,0,0,0,0.0075
12557,",""AMERICAN EAGLE II/JA",,1,2,1,5,0.316046,0.333839,0,0.000017,0,0,0,0.00342
12558,",""TOM THUMB/THOMAS THO",,6,5,22,5,0.351139,0.377115,476.046141,0.000034,0,0,0,0.016629
12559,TOM THUMB/THOMAS THO,,56,5,175,4,0.414065,0.433734,4262.100713,0.000133,0,0.62013,955,0.071053
12560,GOLDEN ARCHER II/WYA,,66,5,208,4,0.420317,0.439993,5905.066332,0.000157,0,0.570629,1224,0.086963
12561,CAPTAIN HAWK,,53,5,186,4,0.415136,0.434676,4522.17919,0.000128,0,0.653846,901,0.072325
12562,AMERICAN EAGLE II/JA,,17,5,17,4,0.3885,0.406257,65.011251,0.00005,0,0.970588,132,0.030837
12563,"CASIOLENA, QUEEN",,20,4,21,4,0.377554,0.394051,13.827866,0.000053,0,0.915789,174,0.035572
12564,"THOMAS, ROY",,62,7,69,4,0.409212,0.429208,5413.453863,0.000149,0,0.38551,729,0.075798
12565,",""KLAW/ULYSSES KLAW",,17,2,61,5,0.385616,0.412613,3342.137341,0.000066,0,0,0,0.038732
12566,",""CASIOLENA, QUEEN",,5,2,5,5,0.341077,0.365768,187.105969,0.00003,0,0,0,0.012476
12567,",""THOMAS, ROY",,4,2,4,5,0.331734,0.354584,62.573406,0.000026,0,0,0,0.009647
12568,",""MEDUSA/MEDUSALITH AM",,23,7,109,5,0.411746,0.435803,7262.706293,0.000086,0,0,0,0.050946
12569,"NIXON, RICHARD",,33,7,42,4,0.400945,0.419732,285.609184,0.00008,0,0.746212,394,0.062368
12570,ARIES/MARCUS LASSITE,,31,2,33,4,0.396212,0.414894,166.892414,0.000077,0,0.776344,361,0.053975
12571,",""NIXON, RICHARD",,5,2,6,5,0.349575,0.375319,333.929179,0.000031,0,0,0,0.015073
12572,",""ARIES/MARCUS LASSITE",,4,2,4,5,0.344977,0.37005,197.754668,0.000027,0,0,0,0.013143
12573,RED WOLF III/WILL TA,,140,1,190,4,0.451651,0.469418,38729.366454,0.000317,0,0.68407,6656,0.221121
12574,LOBO,,108,1,137,4,0.417878,0.438915,395.61368,0.000213,0,0.851679,4921,0.182408
12575,",""LOBO",,18,2,23,5,0.397086,0.422713,3741.559872,0.000068,0,0,0,0.044912
12576,RED WOLF/WILDRUN,,33,2,36,4,0.396092,0.415022,442.777824,0.000085,0,0.748106,395,0.061932
12577,WOLF SPIRIT/OWAYODAT,,11,2,11,4,0.376995,0.393157,2.05855,0.000036,0,0.963636,53,0.024646
12578,",""RED WOLF/WILDRUN",,2,2,2,5,0.332008,0.354547,18.537401,0.000021,0,0,0,0.007274
12579,",""RED WOLF III/WILL TA",,13,2,22,5,0.386329,0.413299,2244.470417,0.000054,0,0,0,0.035625
12580,",""WOLF SPIRIT/OWAYODAT",,2,2,2,5,0.332008,0.354547,18.537401,0.000021,0,0,0,0.007274
12581,",""SENTRY 459",,4,2,4,5,0.338929,0.362945,113.167398,0.000026,0,0,0,0.011357
12582,",""RONAN THE ACCUSER [K",,11,2,29,5,0.378897,0.406013,1964.866894,0.000049,0,0,0,0.029539
12583,",""REDWING",,15,2,40,5,0.391972,0.41856,3723.303208,0.000061,0,0,0,0.036118
12584,MOLTEN MAN/MARK RAXT,,50,10,102,4,0.370835,0.387537,718.299615,0.000126,0,0.484898,594,0.036022
12585,LOOTER/NORTON G. FES,,67,10,93,4,0.395058,0.414679,4489.291007,0.000153,0,0.47128,1042,0.064937
12586,",""BIG MAN/FREDERICK FO",,5,10,12,5,0.343592,0.368789,503.505817,0.000032,0,0,0,0.010142
12587,CAT BURGLAR,,15,10,18,5,0.35095,0.361251,8.26131,0.000047,0,0.742857,78,0.014242
12588,WHITE QUEEN/EMMA FRO,,387,8,1145,4,0.459059,0.48302,163808.20249,0.000822,0,0.173408,12952,0.296018
12589,EMPATH/MANUEL ALFONS,,56,8,178,4,0.389762,0.408396,227.68685,0.000116,0,0.702597,1082,0.074226
12590,"JONES, BART",,57,3,71,4,0.378856,0.396526,2055.098457,0.000131,0,0.411654,657,0.052644
12591,ROULETTE II/JENNY ST,,85,8,201,4,0.393524,0.413585,2167.530375,0.000175,0,0.518768,1852,0.09145
12592,TAROT/MARIE-ANGE COL,,93,8,208,4,0.385587,0.405467,3545.980475,0.000194,0,0.427069,1827,0.08284
12593,JETSTREAM/HAROUD IBN,,76,8,171,4,0.397934,0.417752,1585.267753,0.000156,0,0.518947,1479,0.082941
12594,CATSEYE/SHARON SMITH,,75,8,167,4,0.383519,0.402561,1387.697162,0.000155,0,0.514955,1429,0.074015
12595,",""WHITE QUEEN/EMMA FRO",,18,6,58,5,0.38837,0.415244,5102.058906,0.000071,0,0,0,0.036014
12596,",""EMPATH/MANUEL ALFONS",,6,6,10,5,0.345182,0.370471,249.914379,0.000032,0,0,0,0.015828
12597,",""JETSTREAM/HAROUD IBN",,6,6,8,5,0.336221,0.360015,537.766553,0.000033,0,0,0,0.012487
12598,",""TAROT/MARIE-ANGE COL",,4,6,5,5,0.319245,0.338473,296.360738,0.000028,0,0,0,0.007086
12599,",""CATSEYE/SHARON SMITH",,5,6,8,5,0.325791,0.346883,404.363309,0.00003,0,0,0,0.009862
12600,",""ROULETTE II/JENNY ST",,3,6,3,5,0.315187,0.332965,159.747173,0.000025,0,0,0,0.004893
12601,KURAGARI,,4,8,10,5,0.339789,0.348044,0,0.000026,0,1,6,0.005552
12602,GOMURR,,8,8,16,4,0.374681,0.391225,419.830021,0.000039,0,0.75,21,0.018191
12603,TAR,,8,8,11,4,0.374681,0.391225,419.830021,0.000039,0,0.75,21,0.018191
12604,"BERENGHETTI, MICHAEL",,20,5,32,5,0.354321,0.365945,79.562555,0.000058,0,0.705263,134,0.015721
12605,CAT III/SHEN KUEI,,37,13,80,4,0.384876,0.40308,3478.910181,0.0001,0,0.507508,338,0.035767
12606,MIKHLO,,194,1,290,4,0.447143,0.46747,8367.131103,0.000388,0,0.475135,8895,0.262658
12607,IGOR,,196,1,288,4,0.449221,0.469258,9013.864057,0.000394,0,0.479016,9154,0.268326
12608,PEATOR,,206,1,305,4,0.467299,0.483619,17321.196272,0.000424,0,0.472887,9985,0.285204
12609,RED GHOST/IVAN KRAGO,,213,1,293,4,0.46636,0.483124,29813.352602,0.000442,0,0.445611,10061,0.287304
12610,BLASTAAR,,113,7,155,4,0.436815,0.45607,7278.863474,0.000236,0,0.42952,2718,0.156749
12611,",""LANCER/SAMANTHA DUNB",,2,7,4,5,0.32758,0.349021,34.454765,0.000021,0,0,0,0.005846
12612,",""AL-KHALAD",,1,7,1,5,0.30094,0.313679,0,0.000017,0,0,0,0.002091
12613,",""TUVO",,1,7,1,5,0.30094,0.313679,0,0.000017,0,0,0,0.002091
12614,",""BYRRAH | HEROES REBO",,1,7,1,5,0.30094,0.313679,0,0.000017,0,0,0,0.002091
12615,",""BREEGAN",,1,7,3,5,0.30094,0.313679,0,0.000017,0,0,0,0.002091
12616,BREEGAN,,4,7,5,5,0.283645,0.290492,0,0.00004,0,1,6,0.000368
12617,LANCER/SAMANTHA DUNB,,27,7,55,4,0.395897,0.414655,19154.213024,0.000105,0,0.527066,185,0.040185
12618,AL-KHALAD,,5,7,6,5,0.315416,0.326602,268.827902,0.000044,0,0.9,9,0.002451
12619,TUVO,,5,7,5,5,0.315416,0.326602,268.827902,0.000044,0,0.9,9,0.002451
12620,BYRRAH | HEROES REBO,,5,7,6,5,0.315416,0.326602,268.827902,0.000044,0,0.9,9,0.002451
12621,"RALSTON, SENATOR ROB",,34,1,52,4,0.388341,0.406776,1968.899517,0.0001,0,0.409982,230,0.035096
12622,"COHEN, IZZY",,12,1,22,5,0.36205,0.375794,188.594537,0.00005,0,0.742424,49,0.010784
12623,"SAWYER, GENERAL SAMU",,21,1,27,5,0.367208,0.382053,259.576593,0.000063,0,0.528571,111,0.019175
12624,"MANELLI, DINO",,37,1,60,4,0.414822,0.433974,3446.870666,0.000105,0,0.578078,385,0.057374
12625,",""COHEN, IZZY",,1,2,2,5,0.307763,0.322775,0,0.000018,0,0,0,0.00245
12626,",""SAWYER, GENERAL SAMU",,4,2,5,5,0.320894,0.340449,462.283152,0.000032,0,0,0,0.005365
12627,",""MANELLI, DINO",,3,2,11,5,0.328157,0.349805,108.345654,0.000026,0,0,0,0.006041
12628,"JUNIPER, JONATHAN JU",,6,1,6,5,0.329358,0.334783,0,0.000029,0,1,15,0.003337
12629,",""RALSTON, SENATOR ROB",,3,2,8,5,0.320697,0.340215,93.548078,0.000026,0,0,0,0.005068
12630,",""JUNIPER, JONATHAN JU",,1,2,1,5,0.307763,0.322775,0,0.000018,0,0,0,0.00245
12631,MORG,,19,7,59,5,0.354694,0.367099,603.73337,0.000065,0,0.508772,87,0.015328
12632,TYRANT,,11,7,21,5,0.342274,0.350144,2120.546846,0.000045,0,0.563636,31,0.008286
12633,AIR-WALKER/GABRIEL L,,16,7,44,4,0.370703,0.385941,282.609403,0.000049,0,0.7,84,0.027211
12634,ATTUMA,,191,13,371,4,0.45639,0.475053,19250.357504,0.000402,0,0.376026,6823,0.246276
12635,BELASCO,,44,8,64,4,0.392208,0.411007,1251.752503,0.000103,0,0.541226,512,0.06121
12636,"HUNTER, STEVIE",,128,8,344,4,0.401176,0.422821,1540.317658,0.000254,0,0.523253,4253,0.144802
12637,"HOBBS, HARRIS",,27,4,75,4,0.372728,0.388934,96.932277,0.000063,0,0.843305,296,0.035329
12638,HODER [ASGARDIAN],,31,4,54,5,0.348885,0.359152,24.561329,0.000071,0,0.791398,368,0.02725
12639,THOR II/ROGER RED NO,,84,4,211,5,0.378499,0.397019,2237.443035,0.000176,0,0.403041,1405,0.060835
12640,SIGYN,,53,4,122,5,0.353505,0.365682,147.867395,0.00011,0,0.578374,797,0.039593
12641,PLUTO [OLYMPIAN],,141,4,250,4,0.428425,0.449389,18045.192347,0.000304,0,0.316312,3122,0.153454
12642,",""BLASTAAR",,4,7,6,5,0.349598,0.375358,292.025676,0.000028,0,0,0,0.012572
12643,HERMOD [ASGARDIAN],,67,4,171,4,0.390258,0.409642,909.849536,0.000137,0,0.569878,1260,0.069248
12644,FRIGGA,,116,4,387,4,0.41507,0.436712,6153.485922,0.000236,0,0.395052,2635,0.113407
12645,TURK,,38,10,90,4,0.409919,0.429224,2780.2734,0.000103,0,0.541963,381,0.047009
