Id,Label,timeset,Degree,clustering,triangles,pageranks,eigencentrality,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Weighted Degree,Authority,Hub,componentnumber
10919,VULTURE/ADRIAN TOOME,,136,0.451307,4143,0.001,0.210464,0,2,0.536403,0.567864,280.016256,316,0.02331,0.02331,0
10921,"OSBORN, HARRY",,131,0.507223,4319,0.000974,0.213127,0,2,0.534971,0.565369,136.706309,762,0.023628,0.023628,0
10924,GREEN GOBLIN/NORMAN,,75,0.506667,1406,0.000615,0.126906,0,2,0.51944,0.537425,55.308633,282,0.014102,0.014102,0
10930,SILVERMANE/SILVIO MA,,89,0.455312,1783,0.000714,0.126666,0,3,0.522147,0.543746,92.057858,169,0.014003,0.014003,0
10936,"OSBORN, LIZ ALLAN",,140,0.468962,4563,0.001039,0.215398,0,2,0.537554,0.56986,190.821749,698,0.023847,0.023847,0
10939,GLADIATOR II,,169,0.51599,7325,0.001183,0.304581,7,2,0.546049,0.584331,213.836243,372,0.034139,0.034139,0
10940,"RICHARDS, FRANKLIN B",,444,0.271277,26679,0.002912,0.64803,1,2,0.642308,0.721557,3029.056466,1857,0.072545,0.072545,0
10942,ARISHEM [CELESTIAL],,113,0.615676,3896,0.000831,0.221803,6,2,0.529878,0.556387,65.752881,192,0.024956,0.024956,0
10943,ZIRAN,,109,0.621645,3659,0.000798,0.219413,4,2,0.52876,0.554391,53.679077,190,0.024703,0.024703,0
10944,GAMMENON [CELESTIAL],,99,0.589569,2860,0.00075,0.192389,6,3,0.525708,0.549235,61.043286,148,0.02159,0.02159,0
10945,ONE ABOVE ALL [CELES,,99,0.630592,3059,0.000742,0.191428,4,2,0.525984,0.549401,44.417747,175,0.021522,0.021522,0
10946,WONG,,247,0.357427,10859,0.001669,0.405194,2,2,0.57029,0.623253,811.227101,716,0.045508,0.045508,0
10947,CLEA,,131,0.538227,4583,0.000941,0.252167,2,2,0.534971,0.565369,128.527857,528,0.02847,0.02847,0
10953,DAREDEVIL/MATT MURDO,,519,0.255816,34387,0.003377,0.731534,0,2,0.674747,0.758982,4294.187548,2238,0.082047,0.082047,0
10958,FRENCHIE/JEAN-PAUL D,,70,0.563561,1361,0.00057,0.138996,6,2,0.518097,0.53493,38.464892,161,0.015619,0.015619,0
10963,"MASTERS, ALICIA REIS",,301,0.383234,17303,0.001973,0.506106,1,2,0.588373,0.6502,843.329795,1039,0.057056,0.057056,0
10966,"WOLFE, SARA",,51,0.535686,683,0.000455,0.096794,2,3,0.511224,0.524285,17.216783,160,0.010914,0.010914,0
10970,RINTRAH,,100,0.604242,2991,0.000744,0.1959,2,2,0.526261,0.5499,59.622363,245,0.022129,0.022129,0
10983,DR. DRUID/ANTHONY LU,,357,0.346678,22030,0.002326,0.567977,6,2,0.608379,0.678144,1383.843328,904,0.064084,0.064084,0
10986,PIP/PRINCE GOFERN,,196,0.560911,10719,0.001327,0.358688,4,2,0.554204,0.597804,197.24267,604,0.040522,0.040522,0
10987,GAMORA,,197,0.545944,10540,0.001346,0.348096,4,2,0.55451,0.598303,216.937011,603,0.039285,0.039285,0
10993,DRACULA/VLAD TEPES,,93,0.618513,2646,0.0007,0.19593,2,2,0.524333,0.546407,46.78692,129,0.022103,0.022103,0
10994,DR. DOOM/VICTOR VON,,325,0.307616,16196,0.002144,0.495926,1,2,0.596784,0.662176,1290.097748,1128,0.055683,0.055683,0
10998,HELA [ASGARDIAN],,198,0.48572,9473,0.001339,0.364559,3,2,0.554817,0.598802,340.922001,529,0.040979,0.040979,0
10999,FIRELORD/PYREUS KRIL,,157,0.497305,6090,0.001096,0.292082,4,2,0.542501,0.578343,230.53157,368,0.032842,0.032842,0
11008,THANOS,,273,0.422161,15674,0.001814,0.454663,4,2,0.578856,0.636228,648.191687,911,0.051316,0.051316,0
11012,MEPHISTO,,242,0.4279,12478,0.001616,0.420316,3,2,0.568672,0.620758,538.062095,616,0.047209,0.047209,0
11018,HOBGOBLIN II/RODERIC,,78,0.528472,1587,0.000649,0.103589,0,3,0.519171,0.538257,57.365457,186,0.011406,0.011406,0
11027,"LUBENSKI, NATE",,97,0.514605,2396,0.000774,0.132088,0,2,0.525433,0.548403,80.046978,325,0.014543,0.014543,0
11028,FOREIGNER/RAFAEL BAS,,95,0.520941,2326,0.000743,0.159114,0,2,0.524882,0.547405,79.105719,164,0.017681,0.017681,0
11029,"BANNON, LANCE",,101,0.488515,2467,0.000799,0.134912,0,3,0.526261,0.550233,104.998701,279,0.014844,0.014844,0
11033,"MUGGINS, MAMIE",,74,0.481673,1301,0.000626,0.089363,0,3,0.515432,0.534597,55.366396,173,0.009817,0.009817,0
11034,THINKER,,155,0.513113,6124,0.001082,0.288358,1,2,0.541915,0.577345,162.992573,292,0.03241,0.03241,0
11036,LIZARD/DR. CURTIS CO,,98,0.584473,2778,0.000752,0.174129,0,2,0.525708,0.548902,60.669798,421,0.019363,0.019363,0
11040,"JAMESON, MARLA MADIS",,122,0.453055,3344,0.000926,0.175943,0,3,0.53213,0.560712,162.802298,357,0.019429,0.019429,0
11042,"COUNT NEFARIA, LUCHI",,78,0.600067,1802,0.000618,0.167165,6,2,0.520249,0.538922,34.595978,170,0.018732,0.018732,0
11043,PLANTMAN/SAM SMITHER,,123,0.518593,3891,0.000893,0.231779,6,2,0.532695,0.561377,115.341211,203,0.025992,0.025992,0
11044,SCARECROW/EBENEZER L,,72,0.656886,1679,0.000582,0.130906,6,3,0.518365,0.535762,26.137319,97,0.014712,0.014712,0
11046,EEL/LEOPOLD STRYKE,,76,0.739649,2108,0.000599,0.154534,6,2,0.51971,0.537924,17.669922,122,0.017398,0.017398,0
11047,"CANTOR, VERA",,79,0.478416,1474,0.000637,0.143711,7,2,0.520519,0.539421,82.984442,174,0.01606,0.01606,0
11048,PORCUPINE/ALEX GENTR,,119,0.546218,3835,0.000874,0.213593,6,2,0.531565,0.559381,107.605421,175,0.023958,0.023958,0
11049,UNICORN/MYLOS MASARY,,65,0.817788,1701,0.000533,0.137934,6,2,0.516761,0.532435,9.187867,97,0.015526,0.015526,0
11062,PENANCE/MONET ST. CR,,81,0.554321,1796,0.000657,0.127169,7,3,0.516761,0.537758,55.310596,364,0.014077,0.014077,0
11065,UNUS THE UNTOUCHABLE,,68,0.527217,1201,0.000563,0.127819,7,2,0.517562,0.533932,34.947962,142,0.014261,0.014261,0
11072,MIMIC/CALVIN RANKIN,,81,0.602778,1953,0.000653,0.145092,7,2,0.521061,0.540419,44.350375,146,0.016122,0.016122,0
11082,PUPPET MASTER/PHILLI,,185,0.489835,8337,0.001266,0.337706,1,2,0.550852,0.592315,263.046683,389,0.038052,0.038052,0
11088,BANSHEE/SEAN CASSIDY,,293,0.327061,13991,0.002002,0.417658,7,2,0.585622,0.646208,1178.929625,1503,0.046371,0.046371,0
11090,SUPER-ADAPTOID/ALESS,,85,0.577591,2062,0.00066,0.17126,6,2,0.522147,0.542415,44.120305,117,0.019206,0.019206,0
11091,LIVING MUMMY,,114,0.894582,5762,0.000798,0.262567,6,2,0.530159,0.556886,10.74224,114,0.029864,0.029864,0
11092,HUMAN TORCH ANDROID/,,199,0.435714,8584,0.001363,0.352525,6,2,0.555125,0.599301,375.421227,619,0.03964,0.03964,0
11093,BUCKY/BUCKY BARNES,,54,0.737247,1055,0.000468,0.118546,6,3,0.505805,0.52179,8.687604,297,0.013386,0.013386,0
11097,TORO/TOM RAYMOND,,54,0.6471,926,0.000473,0.110045,6,3,0.513583,0.52678,14.381829,160,0.012377,0.012377,0
11099,WHIZZER/ROBERT L. FR,,143,0.718901,7299,0.000977,0.302609,6,2,0.53842,0.571357,57.027504,269,0.034389,0.034389,0
11100,RED SKULL/JOHANN SCH,,149,0.473971,5226,0.001066,0.269834,6,2,0.540162,0.574351,215.342914,474,0.030221,0.030221,0
11101,BARON STRUCKER/WOLFG,,94,0.493709,2158,0.000721,0.18458,6,2,0.524607,0.546906,82.08595,192,0.020631,0.020632,0
11128,MOLE MAN/HARVEY RUPE,,216,0.490741,11395,0.00144,0.39757,1,2,0.560403,0.607784,336.36024,435,0.044821,0.044822,0
11129,MAKKARI/MIKE KHARY/I,,168,0.481394,6753,0.00118,0.295877,6,2,0.545752,0.583832,241.91854,491,0.033259,0.03326,0
11131,KRO [DEVIANT],,86,0.552668,2020,0.000675,0.157442,6,3,0.522147,0.542748,51.774151,200,0.017683,0.017683,0
11136,CLOAK/TYRONE JOHNSON,,183,0.440341,7333,0.001266,0.323638,0,2,0.550247,0.591317,388.386128,445,0.03622,0.03622,0
11138,DAGGER/TANDY BOWEN,,173,0.435677,6482,0.001207,0.305185,0,2,0.547242,0.586327,351.985304,441,0.034129,0.034129,0
11140,STARFOX/EROS,,334,0.340886,18957,0.002195,0.530545,6,2,0.6,0.666667,1267.367526,1125,0.059653,0.059653,0
11143,MANDARIN,,140,0.547071,5323,0.000981,0.273723,6,2,0.537554,0.56986,120.106555,303,0.030802,0.030802,0
11149,SIF,,216,0.450086,10451,0.001465,0.371421,3,2,0.560403,0.607784,416.407925,1251,0.04187,0.04187,0
11155,"KINCAID, DR. JANE FO",,149,0.449574,4957,0.001066,0.255728,3,2,0.540162,0.574351,237.996727,537,0.028676,0.028676,0
11156,DESTROYER III,,71,0.669618,1664,0.000578,0.128739,3,3,0.511747,0.531271,20.572747,188,0.014478,0.014478,0
11165,"FURY, COL. NICHOLAS",,333,0.308803,17070,0.002199,0.515211,6,2,0.599641,0.666168,1542.485026,1194,0.057797,0.057797,0
11175,SAGITTARIUS/HARLAN V,,62,0.748281,1415,0.000516,0.126229,6,3,0.515167,0.530439,9.364781,108,0.014229,0.014229,0
11176,LIBRA/GUSTAV BRANDT,,74,0.63495,1715,0.000592,0.143956,6,2,0.519171,0.536926,26.484768,175,0.01624,0.01624,0
11184,BROTHERS GRIMM II/BA,,59,0.61543,1053,0.000505,0.108139,6,3,0.505295,0.52312,18.887612,93,0.012108,0.012108,0
11190,MASTER MOLD II,,142,0.508341,5089,0.001023,0.241424,7,2,0.538131,0.570858,176.644163,314,0.026769,0.026769,0
11193,"CREED, GRAYDON",,58,0.681186,1126,0.000497,0.109702,7,3,0.513846,0.528277,14.901241,117,0.012167,0.012167,0
11194,"BRIDGE, GEORGE WASHI",,134,0.424756,3785,0.00098,0.220911,6,2,0.535829,0.566866,247.583553,294,0.024551,0.024551,0
11205,"KINCAID, DR. KEITH",,109,0.501189,2950,0.000812,0.197744,3,2,0.52876,0.554391,103.44571,206,0.022211,0.022211,0
11210,KLAW/ULYSSES KLAW,,214,0.406345,9261,0.001482,0.348101,6,2,0.559777,0.606786,633.554807,509,0.038855,0.038855,0
11211,LYJA LAZERFIST [SKRU,,195,0.464552,8787,0.00133,0.355089,1,2,0.553897,0.597305,329.397369,656,0.039941,0.039942,0
11212,DEVLOR,,50,0.805714,987,0.000447,0.108224,1,3,0.509664,0.522954,5.785451,130,0.012211,0.012211,0
11213,VIBRAXAS/N'KANO,,58,0.710829,1175,0.000497,0.119442,1,3,0.51411,0.528443,12.994514,156,0.013457,0.013457,0
11214,"RICHARDS, NATHANIEL",,65,0.71875,1495,0.000535,0.134397,1,3,0.516495,0.532269,12.973298,227,0.01517,0.01517,0
11216,ANT-MAN II/SCOTT HAR,,293,0.381902,16337,0.001943,0.48092,1,2,0.585622,0.646208,971.145644,783,0.054194,0.054195,0
11217,KRISTOFF/KRISTOFF VE,,100,0.608889,3014,0.000744,0.204358,1,2,0.526261,0.5499,48.747905,290,0.023018,0.023018,0
11218,HUNTARA/MARY ELIZABE,,57,0.77193,1232,0.000488,0.120569,1,3,0.51332,0.527611,8.035617,147,0.013608,0.013608,0
11219,WHITE TIGER/HECTOR A,,61,0.62459,1143,0.00052,0.103662,0,3,0.515432,0.530273,21.12038,128,0.011612,0.011612,0
11220,SHA SHAN,,61,0.61694,1129,0.000544,0.075006,0,3,0.513583,0.529108,24.427181,170,0.008218,0.008218,0
11225,KRAVEN THE HUNTER/SE,,100,0.604444,2992,0.000742,0.206461,0,2,0.526261,0.5499,48.228421,175,0.023112,0.023112,0
11241,"SITWELL, JASPER",,122,0.537461,3967,0.000877,0.237753,6,2,0.532412,0.560878,91.906749,328,0.026749,0.026749,0
11251,KA-ZAR/KEVIN PLUNDER,,237,0.466567,13048,0.001563,0.430214,5,2,0.567063,0.618263,445.556359,592,0.048517,0.048517,0
11254,ZABU,,162,0.474427,6187,0.00113,0.300617,5,2,0.543974,0.580838,228.941575,433,0.03368,0.03368,0
11257,SHANNA/SHANNA O'HARA,,207,0.510858,10892,0.001379,0.388709,5,2,0.557596,0.603293,308.844718,394,0.043886,0.043886,0
11262,DAYTRIPPER/AMANDA SE,,160,0.426572,5426,0.00116,0.229456,7,2,0.543384,0.57984,289.830261,436,0.025403,0.025403,0
11263,NIGHTCRAWLER/KURT WA,,526,0.24184,33392,0.003469,0.715373,7,2,0.677943,0.762475,4899.395032,3238,0.079843,0.079843,0
11268,MOJO,,73,0.695205,1827,0.000592,0.141825,7,2,0.518902,0.536427,23.384669,131,0.01575,0.01575,0
11269,GAMBIT/REMY LEBEAU,,283,0.338746,13517,0.001908,0.433299,7,2,0.58222,0.641218,942.915692,1270,0.048439,0.048439,0
11270,MAJOR DOMO,,56,0.774026,1192,0.000488,0.114231,7,2,0.514374,0.527944,8.950187,102,0.012714,0.012714,0
11271,FORGE,,346,0.329178,19647,0.002295,0.519881,7,2,0.604343,0.672655,1533.171617,1130,0.058149,0.058149,0
11278,"SHAW, SHINOBI",,75,0.572613,1589,0.000611,0.125876,7,3,0.518365,0.53676,34.306889,100,0.01396,0.01396,0
11279,BISHOP /,,232,0.40353,10813,0.001601,0.370124,7,2,0.565463,0.615768,657.127469,957,0.041219,0.041218,0
11289,QUASAR III/WENDELL V,,508,0.260875,33595,0.00331,0.721463,6,2,0.669786,0.753493,3858.86113,1984,0.081063,0.081063,0
11292,"BALLANTINE, KAYLA",,151,0.450243,5099,0.001083,0.260708,6,2,0.540745,0.575349,229.11856,297,0.029256,0.029256,0
11312,WHIZZER II/STANLEY S,,112,0.570946,3549,0.000836,0.20702,6,2,0.529598,0.555888,81.310821,310,0.02329,0.02329,0
11313,ARCANNA/ARCANNA JONE,,95,0.560582,2503,0.00074,0.159893,6,3,0.523785,0.54674,62.474788,238,0.01797,0.01797,0
11314,KRONOS,,87,0.632451,2366,0.000681,0.151351,4,2,0.522692,0.543413,39.818043,151,0.017055,0.017055,0
11315,EON,,98,0.470229,2235,0.000762,0.156838,6,3,0.524607,0.548237,93.754117,156,0.017584,0.017584,0
11316,DR. SPECTRUM/JOSEPH,,57,0.684837,1093,0.000497,0.111616,6,2,0.514638,0.528443,13.885606,202,0.012559,0.012559,0
11317,"TANAKA, KENJIRO",,109,0.469079,2761,0.000835,0.173407,6,3,0.527646,0.553726,120.895255,205,0.019437,0.019437,0
11318,LADY LARK/LINDA LEWI,,77,0.607656,1778,0.000624,0.139769,6,3,0.518097,0.537259,35.717427,228,0.015704,0.015704,0
11320,SHAPE,,57,0.611529,976,0.000507,0.090717,6,3,0.507085,0.523619,20.079255,134,0.010168,0.010168,0
11321,HYPERION,,118,0.539186,3722,0.000873,0.212228,6,2,0.531283,0.558882,98.318621,328,0.023871,0.023871,0
11322,SERGEI,,109,0.513252,3021,0.000814,0.193309,6,2,0.52876,0.554391,94.207039,179,0.021737,0.021737,0
11323,MAELSTROM/MALCOLM ST,,91,0.599756,2456,0.000708,0.160244,6,3,0.51944,0.542748,47.322771,162,0.018053,0.018053,0
11324,JACK OF HEARTS/JACK,,184,0.47048,7921,0.001258,0.322826,6,2,0.550549,0.591816,272.899612,361,0.036484,0.036484,0
11325,POWER PRINCESS/ZARDA,,71,0.571026,1419,0.000591,0.118452,6,3,0.516495,0.534265,34.908904,193,0.013299,0.013299,0
11334,DRAGONFLY/VERONICA D,,120,0.451261,3222,0.000928,0.173767,6,2,0.531847,0.55988,323.482093,179,0.019135,0.019135,0
11336,4-D MAN/MERCURIO,,52,0.522624,693,0.000481,0.073503,3,3,0.509405,0.523453,35.29927,73,0.008189,0.008189,0
11339,STRANGER,,110,0.557465,3342,0.00081,0.214087,4,2,0.529039,0.55489,86.304959,258,0.024073,0.024073,0
11342,CHARM,,63,0.623656,1218,0.00055,0.090235,6,3,0.505295,0.524451,24.301328,100,0.010104,0.010104,0
11343,TRUTH,,62,0.6367,1204,0.000543,0.089527,6,3,0.50504,0.523952,21.958108,104,0.010027,0.010027,0
11344,BEAUTY,,62,0.6367,1204,0.000543,0.089527,6,3,0.50504,0.523952,21.958108,102,0.010027,0.010027,0
11356,TEN FOR,,77,0.796992,2332,0.000619,0.150839,6,2,0.519979,0.538423,22.404847,79,0.016939,0.016939,0
11361,SUPER SABRE/MARTIN F,,86,0.515458,1884,0.000683,0.13998,7,3,0.521603,0.542415,96.041669,192,0.015514,0.015514,0
11362,WHIZZER III/JAMES SA,,109,0.416752,2453,0.000833,0.1714,0,3,0.528481,0.554225,193.463466,191,0.019052,0.019052,0
11363,RUNNER,,51,0.601569,767,0.000461,0.088621,4,3,0.507856,0.522122,16.536888,83,0.00999,0.00999,0
11364,CAPTAIN MARVEL II/MO,,389,0.304389,22971,0.002551,0.590495,6,2,0.620433,0.694112,1863.727308,1587,0.066245,0.066245,0
11372,ATLAS,,53,0.70029,965,0.000469,0.104585,6,3,0.503518,0.51996,11.350272,86,0.011775,0.011775,0
11373,MINERVA [KREE],,56,0.662987,1021,0.000487,0.111714,6,3,0.510703,0.525615,16.557877,93,0.012569,0.012569,0
11374,CAPTAIN BRITAIN/BRIA,,342,0.34695,20231,0.00225,0.547709,7,2,0.602888,0.670659,1537.512558,1012,0.061501,0.061501,0
11375,USAGENT/CAPTAIN JOHN,,367,0.308557,20723,0.002441,0.545485,6,2,0.612095,0.683134,2017.351765,1329,0.06114,0.06114,0
11376,MEGGAN,,218,0.356318,8428,0.001524,0.327802,7,2,0.56103,0.608782,628.034111,798,0.036423,0.036423,0
11377,WIDGET,,94,0.54038,2362,0.000745,0.156982,7,2,0.524607,0.546906,71.483162,292,0.017481,0.017481,0
11378,MODRED THE MYSTIC,,62,0.657324,1243,0.000509,0.13827,6,2,0.515963,0.530938,12.555708,85,0.015618,0.015618,0
11379,PHOENIX III/RACHEL S,,280,0.329263,12861,0.001911,0.414755,7,2,0.581206,0.639721,1291.634916,936,0.046145,0.046145,0
11380,REJECT/RAN-SAK [DEVI,,76,0.573333,1634,0.00062,0.131199,6,3,0.518634,0.537259,41.011218,198,0.014714,0.014714,0
11383,BLOOD BROTHERS,,88,0.700627,2682,0.000682,0.172275,6,2,0.522965,0.543912,35.00078,116,0.019364,0.019364,0
11389,VANISHER,,116,0.518591,3459,0.000854,0.20659,7,2,0.53072,0.557884,116.474371,189,0.02295,0.02295,0
11394,NOVA II/FRANKIE RAYE,,253,0.436884,13927,0.001694,0.427494,4,2,0.572244,0.626248,556.094907,705,0.048206,0.048206,0
11397,CONTEMPLATOR/TATH KI,,65,0.753365,1567,0.000532,0.149277,4,3,0.515432,0.531603,12.493768,101,0.01685,0.01685,0
11401,SUPER SKRULL/KL'RT,,127,0.592801,4743,0.000897,0.253586,6,2,0.533831,0.563373,73.665372,209,0.02867,0.02867,0
11404,RONAN THE ACCUSER [K,,130,0.60155,5044,0.000936,0.25336,6,2,0.534685,0.56487,95.471634,267,0.028526,0.028527,0
11406,SUPREME INTELLIGENCE,,181,0.495089,8065,0.001254,0.332224,6,2,0.549643,0.590319,281.860912,355,0.037406,0.037406,0
11421,BOOMERANG/FRED MYERS,,176,0.361104,5561,0.001279,0.226017,0,2,0.54814,0.587824,638.121462,313,0.024914,0.024914,0
11422,"JONES, RICHARD MILHO",,315,0.367526,18176,0.00206,0.520576,2,2,0.59325,0.657186,976.581483,1324,0.058635,0.058635,0
11423,"TALBOT, GLENN",,79,0.626745,1931,0.000613,0.169058,2,2,0.520519,0.539421,28.659586,345,0.019074,0.019074,0
11431,ANNIHILUS,,98,0.600463,2854,0.000732,0.196488,1,3,0.523785,0.547738,50.508416,214,0.022169,0.022169,0
11434,"LEEDS, NED",,120,0.502801,3590,0.000901,0.181102,0,2,0.531847,0.55988,120.594577,412,0.020023,0.020023,0
11442,"ROSENTHAL, BERNIE",,118,0.507461,3503,0.000875,0.207726,6,2,0.531283,0.558882,111.345405,329,0.023295,0.023295,0
11451,MYSTERIO/QUENTIN BEC,,83,0.52777,1796,0.00068,0.12699,0,2,0.521603,0.541417,69.787477,227,0.014041,0.014041,0
11456,TERRAX II/TYROS,,69,0.684996,1607,0.000557,0.152723,4,3,0.515167,0.532768,18.147787,122,0.017257,0.017257,0
11457,"ZARRKO, ARTHUR",,84,0.604131,2106,0.000659,0.161748,1,3,0.517562,0.539255,47.754035,213,0.018207,0.018207,0
11459,CANNONBALL/JACK PULV,,95,0.573124,2559,0.000718,0.183889,7,2,0.524882,0.547405,49.834642,187,0.020556,0.020556,0
11460,"GAMBONNO, ERNESTO",,93,0.570126,2439,0.000711,0.180964,7,2,0.524333,0.546407,54.040452,178,0.020232,0.020232,0
11461,"PAGE, KAREN",,141,0.473354,4672,0.001011,0.246019,0,2,0.537842,0.570359,176.054911,418,0.027533,0.027533,0
11462,BRUTO THE STRONGMAN/,,53,0.579826,799,0.000475,0.095169,7,3,0.51332,0.526281,18.313131,87,0.010597,0.010597,0
11463,RINGMASTER/MAYNARD T,,124,0.455678,3475,0.000915,0.212251,7,2,0.532979,0.561876,153.666716,223,0.023648,0.023648,0
11464,"GAMBONNO, LUIGI",,92,0.575012,2407,0.000705,0.18008,7,2,0.524059,0.545908,51.627468,187,0.020136,0.020136,0
11465,"NELSON, FRANKLIN FOG",,265,0.383934,13430,0.001769,0.433825,0,2,0.576193,0.632236,743.105492,789,0.048706,0.048706,0
11468,CHAMELEON/DMITRI SME,,61,0.623497,1141,0.00054,0.076704,0,3,0.502508,0.521956,24.054202,207,0.008429,0.008429,0
11469,SHADOWCAT/KATHERINE,,366,0.28038,18728,0.002445,0.522166,7,2,0.611722,0.682635,1988.374266,1771,0.058303,0.058303,0
11476,LOCKHEED,,247,0.357098,10849,0.001705,0.36941,7,2,0.57029,0.623253,813.451817,886,0.041058,0.041058,0
11479,"THOMAS, COMMANDER DA",,51,0.596078,760,0.000478,0.08741,7,3,0.509405,0.52312,18.632147,135,0.009701,0.009701,0
11480,CERISE II [SHI'AR],,112,0.618565,3845,0.000846,0.212554,7,2,0.529598,0.555888,95.03191,206,0.023768,0.023768,0
11481,AHAB/RORY CAMPBELL,,75,0.621622,1725,0.000607,0.140123,7,3,0.518365,0.53676,34.319414,132,0.015577,0.015577,0
11487,"DUGAN, TIMOTHY ALOYI",,271,0.40164,14694,0.001785,0.461783,6,2,0.578188,0.63523,676.003631,811,0.052001,0.052001,0
11495,"KORVAC, MICHAEL",,70,0.739545,1786,0.00056,0.16332,6,3,0.517829,0.534764,15.248296,161,0.018444,0.018444,0
11508,BINARY/CAROL DANVERS,,357,0.30987,19691,0.002365,0.540386,6,2,0.608379,0.678144,1827.998852,1243,0.060418,0.060418,0
11510,"GYRICH, HENRY PETER",,260,0.382536,12880,0.001732,0.439363,6,2,0.574541,0.629741,755.629696,644,0.049182,0.049182,0
11511,COLLECTOR/TANELEER T,,144,0.578477,5956,0.001,0.29187,6,2,0.53871,0.571856,107.023308,301,0.033059,0.03306,0
11520,CAPTAIN MARVEL/CAPTA,,176,0.509221,7842,0.00121,0.330906,6,2,0.54814,0.587824,235.141907,569,0.037358,0.037358,0
11521,HERA/AUGUSTINE JONES,,56,0.707143,1089,0.000481,0.113294,6,3,0.507856,0.523786,11.156969,88,0.012785,0.012785,0
11523,ZEUS,,142,0.542104,5427,0.000998,0.269118,6,2,0.538131,0.570858,119.739098,312,0.030329,0.030329,0
11529,MAD DOG/COLONEL BUZZ,,126,0.481016,3788,0.000918,0.234375,6,2,0.533546,0.562874,149.378763,249,0.026348,0.026348,0
11530,"DE LA FONTAINE, CONT",,172,0.462396,6800,0.001181,0.319263,6,2,0.546943,0.585828,247.168467,387,0.035853,0.035853,0
11532,"JONES, GABE",,142,0.542104,5427,0.001002,0.269761,6,2,0.538131,0.570858,124.476926,356,0.030367,0.030367,0
11533,"PIERCE, ALEXANDER GO",,61,0.763388,1397,0.000506,0.135229,6,2,0.515697,0.530439,9.693647,126,0.015254,0.015254,0
11546,"QUARTERMAIN, CLAY",,83,0.605054,2059,0.000639,0.178944,2,2,0.521603,0.541417,33.931408,260,0.02013,0.02013,0
11555,MS. MARVEL II/SHARON,,226,0.419705,10671,0.001511,0.401734,1,2,0.563555,0.612774,433.363691,537,0.045146,0.045146,0
11557,BLACK KNIGHT V/DANE,,358,0.289439,18496,0.002352,0.540086,6,2,0.608748,0.678643,1651.158892,1355,0.0607,0.0607,0
11559,APOCALYPSE/EN SABAH,,148,0.437305,4757,0.00107,0.242652,7,2,0.539871,0.573852,245.328778,525,0.026986,0.026986,0
11560,OZYMANDIAS,,70,0.706004,1705,0.000564,0.160168,7,2,0.518097,0.53493,16.141221,131,0.017893,0.017893,0
11564,PHARAOH RAMA-TUT,,280,0.401101,15667,0.001843,0.471383,6,2,0.581206,0.639721,746.351283,883,0.053104,0.053104,0
11567,BALDER [ASGARDIAN],,219,0.410037,9788,0.001494,0.364126,3,2,0.561345,0.609281,544.638221,1288,0.040885,0.040885,0
11569,TANA NILE,,53,0.469521,647,0.00048,0.080217,3,3,0.509146,0.523619,37.592471,163,0.008942,0.008942,0
11571,ULIK,,76,0.567018,1616,0.000619,0.12192,3,2,0.51971,0.537924,36.120656,246,0.013619,0.013619,0
11578,HELLSTORM/DAIMON HEL,,192,0.533159,9776,0.001296,0.35467,2,2,0.55298,0.595808,246.246766,446,0.040115,0.040115,0
11590,ROMA,,109,0.482841,2842,0.000841,0.176789,7,3,0.525984,0.552728,197.497576,202,0.019676,0.019676,0
11591,TRAPSTER/PETER PETRU,,157,0.40356,4942,0.001132,0.245745,1,2,0.542501,0.578343,318.229815,329,0.027419,0.027419,0
11597,"CORTEZ, FABIAN",,106,0.542857,3021,0.0008,0.189308,7,2,0.527924,0.552894,93.540971,288,0.021154,0.021154,0
11598,TRIATHLON/DELROY GAR,,148,0.52574,5719,0.001052,0.267846,6,2,0.539871,0.573852,164.017786,365,0.030036,0.030036,0
11600,CARGIL/JOANNA CARGIL,,135,0.465008,4206,0.000988,0.215929,7,2,0.536116,0.567365,205.507221,289,0.023947,0.023947,0
11601,SCANNER II,,108,0.531326,3070,0.000813,0.191795,7,2,0.528481,0.553892,93.038215,261,0.021438,0.021438,0
11602,"VOGHT, AMELIA",,98,0.602777,2865,0.000756,0.17032,7,2,0.525708,0.548902,67.665502,220,0.018888,0.018888,0
11614,"KLEINSTOCK, HARLAN",,60,0.635028,1124,0.000523,0.10678,7,3,0.513846,0.528942,22.756623,116,0.011899,0.011899,0
11615,"KLEINSTOCK, SVEN",,59,0.635301,1087,0.000518,0.1027,7,3,0.510703,0.526613,22.384874,110,0.011441,0.011441,0
11619,"HALLER, GABRIELLE",,92,0.676063,2830,0.000703,0.174357,7,2,0.524059,0.545908,31.191674,172,0.019407,0.019406,0
11632,SCHEMER/RICHARD FISK,,72,0.639671,1635,0.000608,0.098522,0,3,0.513057,0.532435,29.149039,231,0.010837,0.010837,0
11633,"JAMESON, COL. JOHN",,109,0.389399,2292,0.000845,0.155046,0,3,0.528202,0.554059,204.542649,353,0.017194,0.017194,0
11648,DIABLO/ESTEBAN DE AB,,133,0.570289,5006,0.000935,0.2641,1,2,0.535542,0.566367,91.21637,204,0.029727,0.029727,0
11651,"JONES, MARLO CHANDLE",,83,0.502498,1710,0.000647,0.160224,2,2,0.521603,0.541417,47.178369,231,0.018045,0.018045,0
